"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202208","경춘선","대성리","5","0","1481","67","2082","402","1608","764","1563","1205","1778","917","3198","1437","6666","1392","2655","2087","1436","4674","1373","6473","1417","3113","1530","1865","1601","1326","1293","1135","690","998","477","635","378","403","190","345","83","341","2","5","0","0","0","0","0","0","20220903"
"202208","경춘선","마석","26","1","1544","475","8528","3109","13669","6404","11291","7661","8533","5761","7061","4077","6560","5599","7078","4715","5972","5834","5759","5130","5495","6294","6428","6139","6680","8571","7282","9325","3689","12832","2882","6945","2257","5199","1612","4559","671","2014","23","714","0","0","0","0","0","0","20220903"
"202208","경춘선","백양리","2","0","14","18","27","60","64","357","109","292","135","199","338","397","663","402","235","216","221","227","289","290","397","210","328","161","429","107","383","105","166","67","131","72","98","37","43","37","49","33","1","6","0","0","0","0","0","0","20220903"
"202208","경춘선","별내","33","0","1443","1230","3815","2600","13052","3760","9595","6617","6075","4218","4249","2983","3525","3103","4251","3093","3643","3421","3742","2943","4170","3926","5361","5006","5779","6552","6479","9710","3058","8609","2533","4633","2233","2862","1905","3519","1164","1708","45","497","0","0","0","0","0","0","20220903"
"202208","경춘선","사릉","20","0","2100","748","3903","1522","9911","4989","7503","4813","5203","2249","3363","1982","3291","2042","3171","2185","2951","1735","2284","2571","2729","2396","2772","3180","4036","5087","5229","6865","2102","8074","1301","3671","1016","2760","731","2784","237","1820","9","486","0","0","0","0","0","0","20220903"
"202208","경춘선","상천","0","0","196","53","325","200","654","405","657","744","521","905","599","922","879","928","738","682","769","475","957","627","996","691","1047","457","872","496","465","392","222","459","132","259","94","230","29","151","12","109","2","25","0","0","0","0","0","0","20220903"
"202208","경춘선","신내","14","2","1056","831","2742","3250","7719","4649","6458","7541","3630","2599","2596","1707","2494","1829","2746","1781","2596","2381","2591","1827","2683","2928","4294","2485","4136","3951","5787","5023","2528","4493","1310","2393","1138","2127","920","1943","509","1219","54","546","0","0","0","0","0","0","20220903"
"202208","경춘선","천마산","21","0","1069","289","3499","750","7566","1877","5939","1832","4602","1561","3322","1326","2592","1787","2661","1898","2194","1845","2055","2101","1797","2635","2137","2576","1983","3905","2225","5383","918","4408","573","3154","533","2436","393","1834","129","1071","5","268","0","0","0","0","0","0","20220903"
"202208","경춘선","청평","14","2","1165","187","2706","1061","4150","1740","4459","4101","3643","3182","4935","3807","7998","3055","5538","5038","3896","4226","3719","5458","3654","4426","3960","4045","4385","4881","3344","3704","1908","3552","1437","2678","823","1864","518","1617","184","1205","8","268","0","0","0","0","0","0","20220903"
"202208","경춘선","춘천","242","0","559","8","1426","312","1595","1077","2200","2706","2440","3453","2218","2972","2373","5052","2668","4061","3636","4283","4464","2715","5738","3447","5910","2327","4987","2180","3673","2166","2655","3055","1701","1156","1074","1137","453","1003","97","943","0","599","0","0","0","0","0","0","20220903"
"202208","경춘선","퇴계원","41","0","3002","622","5543","1775","18538","3774","11839","4794","8171","2500","5770","2737","4671","2678","5161","3212","4340","3473","3605","3442","3759","3828","3700","5164","4558","8388","6013","11255","2588","10679","1725","6308","1481","4199","1040","5308","444","2432","27","748","0","0","0","0","0","0","20220903"
"202208","경춘선","평내호평","609","7","6012","943","13319","1768","26417","4675","19174","10157","10961","6861","9655","5622","8976","5938","8570","7637","8411","6818","7061","8216","7714","7829","7929","8794","8634","16335","8567","18777","5357","23500","4733","10006","3916","8348","3602","7558","1636","5002","53","2259","0","1","0","0","0","0","20220903"
"202208","공항철도 1호선","검암","610","0","7222","535","14624","2367","34975","7642","24158","14418","12331","4887","8854","3752","8600","3723","8114","4410","7102","4831","6239","5478","6210","6320","7448","9257","8761","12381","12924","24537","4631","26336","3531","13927","2813","12041","2088","11568","1076","8521","168","4303","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","계양","8","0","9920","835","27568","3628","65510","4076","48490","5719","26963","5525","17314","4232","15513","4927","14988","5796","12260","7793","10311","9360","9867","11474","11833","15472","11615","25742","8874","47747","5620","45045","4058","25067","2924","22475","2059","21941","977","12924","189","4496","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","공덕","45","1","1580","138","2543","1861","5935","3944","5458","10198","3240","5678","2573","3622","2825","3515","3008","3527","3028","3642","2805","3520","2797","4223","3797","4881","5497","7705","9203","12023","3933","7672","3156","4313","3212","4003","2638","3842","1381","2586","128","1189","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","공항화물청사","4","0","479","738","1146","7261","1918","13065","2515","22107","1790","3602","784","2136","818","2802","1122","2921","1281","1409","1879","962","2830","826","5079","1219","10161","1975","17857","942","4276","1124","2856","1683","2855","870","2578","473","658","245","14","70","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","김포공항","18","1","2552","1574","3788","11895","6910","23034","15030","20755","17188","12000","18327","11104","23155","12841","23048","12166","21961","12440","22820","11648","27522","10872","21625","12889","27835","13454","32814","13028","23012","8566","21557","3711","25214","1769","20086","1723","5283","1015","161","595","0","7","0","0","0","0","20220903"
"202208","공항철도 1호선","디지털미디어시티","143","8","3653","809","7183","6609","18333","31076","18363","91794","11095","39646","8355","14784","9161","11253","9511","11483","10769","11385","10769","9306","13140","9319","17468","10698","46113","15825","91734","24085","33584","16597","18499","9463","15998","7715","12560","7680","6014","4950","634","1919","1","6","0","0","0","0","20220903"
"202208","공항철도 1호선","마곡나루(서울식물원)","8","1","2303","780","4537","10019","13105","25697","14022","60098","6993","23149","4517","8697","5292","4874","6237","5182","5669","5436","5930","4964","8263","5124","15198","5997","46214","9169","47008","15284","16110","10736","11031","6453","8542","5972","5619","5862","2214","3584","323","2113","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","서울역","187","1","3045","1195","2915","11639","10892","18061","12994","24254","10407","21193","11810","16729","14370","15356","16971","17812","17411","15621","13256","13579","19494","14324","22503","16032","26586","17454","31170","20031","22291","16195","15787","11104","19074","9308","13656","7090","7760","2912","87","1469","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","영종","12","0","3039","167","9492","2281","13243","3224","10174","4209","7262","2843","6613","2736","6403","4042","6413","4128","5436","4023","5047","5728","5446","6299","6001","6366","6011","7764","4620","11738","2994","12833","2591","6462","2174","7490","1472","6896","646","4858","95","2063","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","운서","62","2","9049","654","17838","6419","27366","10748","24920","11740","11208","10543","10892","5780","12944","6876","13511","8544","10461","8872","9845","10001","10535","11619","13449","12500","16168","17357","12782","28666","6880","20841","6338","17582","5867","16109","4839","14559","2108","11707","243","4298","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","인천공항1터미널","0","0","4190","4800","4547","13325","12195","28344","15183","27543","16047","13285","14985","10503","14732","12980","13270","16876","11342","12400","14746","14773","20095","13969","17461","16432","23653","18094","29104","13826","16643","8567","16378","4947","13635","5024","9097","2683","3017","2513","7","2389","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","인천공항2터미널","0","0","3090","2179","2971","7554","4372","12024","6318","13781","5947","4731","3373","4110","2312","7600","2506","9119","3855","6117","6095","5370","9611","5971","10852","6072","15680","7225","17725","3026","8418","1320","6167","1249","5311","1362","2506","875","508","818","1","716","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","청라국제도시","60","0","4551","156","17398","4844","30414","8266","19063","18012","10708","5663","8674","3781","8811","3167","8250","4667","7434","5288","6896","5307","7496","6466","9726","8044","13795","12983","20756","21750","6239","24492","4171","13033","3299","11394","2822","11337","954","8895","138","3224","0","0","0","0","0","0","20220903"
"202208","공항철도 1호선","홍대입구","156","9","4205","315","5362","2884","9488","8290","12219","22928","8775","22230","8310","20160","10204","24085","12303","29343","14910","28715","16941","24827","20706","24120","25822","25710","31930","28264","37065","37625","29453","23596","27540","11932","31488","9636","29542","8574","13939","5703","1187","1802","0","0","0","0","0","0","20220903"
"202208","과천선","경마공원","1","0","439","370","766","1868","1897","2844","2665","7575","2240","15604","2380","22693","2609","15583","2927","23445","3417","33369","4634","16683","6912","9321","12026","6714","20775","5076","39548","3981","13286","2548","15677","1386","32064","953","3452","793","474","526","12","110","1","0","0","0","0","0","20220903"
"202208","과천선","과천","10","5","2546","348","10329","2383","26790","4674","22475","8848","14581","5564","11698","5181","10082","5283","10462","6391","10304","6709","9254","7555","8895","8421","10250","10571","9781","13672","9004","21737","4362","19402","3204","11437","2523","11440","1899","11192","687","6736","51","1219","0","0","0","0","0","0","20220903"
"202208","과천선","대공원","3","0","92","510","303","3876","1069","4898","1213","11665","1846","16047","2146","17212","3282","10548","6288","8940","6514","8568","7892","7227","10107","5529","13294","4419","14851","3157","12477","2359","6209","1318","4711","684","6164","412","3955","342","284","167","21","24","0","0","0","0","0","0","20220903"
"202208","과천선","범계","116","2","8031","3208","34641","11356","86301","24269","65785","59873","36793","39515","30287","29797","30749","27615","33979","30800","33329","34176","32511","31832","36209","36632","41616","42461","49083","57333","59607","93877","35181","73761","36777","37504","29419","32750","25394","28965","9763","16794","702","4592","0","0","0","0","0","0","20220903"
"202208","과천선","선바위","2","1","1097","1114","6027","9146","16874","17788","18412","24516","13026","14406","9409","7671","8645","7095","9614","7362","9716","6873","9791","6869","10302","7560","14071","8781","22947","11780","28811","16389","12812","12777","8031","8234","6690","8423","3687","6973","1213","4124","95","654","0","0","0","0","0","0","20220903"
"202208","과천선","인덕원","87","1","7516","3365","27836","15563","73160","38586","62894","94333","36646","35706","29739","19953","27025","18740","30331","18997","29643","22309","26179","22126","28175","25467","35857","30763","53650","45915","79875","77785","29827","66069","21784","35212","20918","36316","14261","31578","5002","20006","420","4933","0","0","0","0","0","0","20220903"
"202208","과천선","정부과천청사","13","1","2218","1061","8215","14042","21087","22943","17794","65703","13112","16494","10975","10904","11344","9845","12529","10205","13414","11220","13398","11112","14997","10749","22272","12397","32147","16491","55173","22679","14248","19058","11704","10612","9896","9796","5190","9043","1586","5371","108","1061","0","0","0","0","0","0","20220903"
"202208","과천선","평촌","21","1","4104","2562","20350","9142","55186","32106","40328","83848","22699","29066","18231","16233","17822","13070","18453","13431","16711","17410","17273","15371","19969","15395","23732","19319","42180","26700","62119","45596","23183","40970","16962","21072","15310","17828","12667","16834","4131","9339","314","2657","0","0","0","0","0","0","20220903"
"202208","분당선","가천대","47","1","4916","616","7655","3470","17618","5744","24820","19282","15253","13948","9738","10663","9347","8148","10198","10641","10116","9769","10691","8950","12863","9865","16911","11420","16314","15692","13513","23055","7807","19732","5104","14059","4164","14673","3780","14452","2116","9959","66","774","0","0","0","0","0","0","20220903"
"202208","분당선","강남구청","11","0","1449","615","2632","4950","6491","14776","9843","54707","8143","43773","7643","18885","9005","14176","9886","13993","10872","14434","12062","12397","13617","12359","16423","13110","27132","15611","49796","19630","24973","12189","13896","6788","12180","5521","9057","5338","2936","3161","112","653","0","0","0","0","0","0","20220903"
"202208","분당선","개포동","21","0","892","986","3067","7521","8715","6200","9602","9644","6375","7165","5403","5500","4755","4159","5471","4981","5689","5735","5471","5275","6143","5476","10118","5897","10353","7345","8618","10505","5147","8239","3843","4889","4021","4529","4159","4597","1407","2801","33","82","0","0","0","0","0","0","20220903"
"202208","분당선","구룡","2","0","441","1303","1569","6665","3116","7767","4609","5314","3520","1976","2812","1977","2592","1480","2951","1937","2664","2055","2629","1939","3544","2150","8989","2583","7215","2968","4153","3807","2275","3183","1209","1944","1496","1842","657","1969","202","1329","12","50","0","0","0","0","0","0","20220903"
"202208","분당선","구성","68","1","2589","381","7734","2494","20924","4471","20460","7888","12250","3720","8717","3372","7407","4044","6656","4653","6354","4754","5650","5072","5567","6516","6274","7910","7295","13370","7015","19910","3525","18347","2563","11209","2221","8486","1516","9578","530","5776","9","433","0","0","0","0","0","0","20220903"
"202208","분당선","기흥","189","2","5574","887","13961","4491","36309","10791","35045","19511","18997","9791","13077","7081","12200","7834","12468","8605","11762","10393","11379","9991","12018","11640","13558","13540","18521","20523","22895","35041","11613","30202","9011","17403","8148","14545","6328","15333","2539","9798","71","1039","0","0","0","0","0","0","20220903"
"202208","분당선","대모산입구","16","0","2106","918","5061","4900","14959","5786","16290","9265","10398","5723","7315","4072","6556","4306","7169","4601","6664","5529","5991","4936","6387","6001","8424","7098","9553","9025","9098","12880","4304","10420","2545","6500","2036","6225","1605","6671","531","3878","21","238","0","0","0","0","0","0","20220903"
"202208","분당선","도곡","55","1","1476","1349","3936","7219","9506","13787","13236","24401","10428","17770","8729","9051","9353","7931","10042","8366","10258","8699","10463","8337","13174","8512","16479","9427","21887","11430","22757","14429","11042","11817","7883","7128","6896","6284","5144","6101","1214","3700","54","300","0","0","0","0","0","0","20220903"
"202208","분당선","망포","43","2","4903","2603","19574","9320","51869","24195","44810","39562","21814","16748","15216","9555","14036","9407","15261","10810","14273","11717","13330","11273","14977","14259","19767","18059","34239","26198","42635","43540","20677","43512","14321","26061","13147","20137","10190","18921","3903","12389","114","1025","0","0","0","0","0","0","20220903"
"202208","분당선","매교","311","16","2911","593","5172","2434","10868","6069","11413","10348","5573","4217","3878","3083","3897","3163","4077","3684","3770","3517","3562","3666","4145","3819","6070","5302","10276","7600","6196","10463","3007","7549","2295","4645","1779","4585","1595","3680","436","1964","11","403","0","0","0","0","0","0","20220903"
"202208","분당선","매탄권선","118","0","3669","625","9381","3074","19718","4864","18264","10765","10057","4692","6987","3210","6198","3331","6713","4132","5908","4501","5176","4075","5849","5637","7872","7769","9705","11285","9163","18338","4657","14914","3392","9263","3100","7725","2499","8125","782","5333","40","558","0","0","0","0","0","0","20220903"
"202208","분당선","모란","326","9","15664","2863","21388","11518","50675","22773","64499","36598","45865","28781","31102","26357","30250","28501","33180","29044","31524","29395","29818","30255","29452","37387","33674","40644","38358","44881","40451","62766","23784","46537","16375","32867","14368","29593","11551","25083","5822","15258","260","1637","0","0","0","0","0","0","20220903"
"202208","분당선","미금","613","9","3555","840","11839","11013","25385","20635","31043","42652","22151","34250","21409","21343","23388","20508","24046","22624","23853","23895","24710","23571","29124","22595","29481","26800","34800","32450","39720","41179","20535","31725","16863","20989","17436","18137","12445","16758","4288","9375","186","2188","0","0","0","0","0","0","20220903"
"202208","분당선","보정","63","0","1084","95","3350","1502","8381","2564","9309","5438","6179","2176","4531","1606","4005","2185","3422","2266","3371","2242","3137","2593","3879","3278","4121","3915","4977","4853","3828","6455","1834","6127","1385","4005","1363","3375","1011","3638","389","2523","5","139","0","0","0","0","0","0","20220903"
"202208","분당선","복정","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","2","0","1","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","20220903"
"202208","분당선","상갈","56","2","3101","523","8075","2548","19088","6355","19189","8970","11831","4691","8312","4268","7775","4321","7307","4502","6813","6145","5939","5866","6133","6684","7458","9624","9638","12608","10087","17099","5506","14902","3996","10085","3658","9547","2226","9015","789","5432","6","751","0","0","0","0","0","0","20220903"
"202208","분당선","서울숲","69","2","2649","637","4946","5527","12675","22674","21166","42829","14319","32182","7986","18799","8203","16303","10022","16800","11996","19229","13229","18108","17243","18226","22200","18202","38943","20876","50968","28398","28316","18218","18993","9249","18097","7591","12098","6891","3523","3755","86","902","0","0","0","0","0","0","20220903"
"202208","분당선","서현","280","6","4582","3187","13333","12868","33284","38329","38911","80895","28077","65627","25284","39522","27771","34445","31642","38361","32317","40170","35978","40064","41789","35891","47935","42164","66954","49599","87076","63748","49779","47078","47654","26505","42351","20479","30286","18145","11734","10151","588","1494","0","0","0","0","0","0","20220903"
"202208","분당선","선릉","74","0","1230","1464","2226","10499","4772","45576","6574","135081","5861","89219","7228","38956","9189","23065","11239","21233","11997","23015","13738","16923","17404","14520","25715","16402","48926","19574","81464","23668","34302","14088","20736","6544","20097","5732","18068","5437","5028","3017","268","579","0","0","0","0","0","0","20220903"
"202208","분당선","선정릉","9","0","926","1026","1911","5504","4308","13652","6805","52275","5810","41090","5498","16156","6449","10052","8478","8539","8592","8429","9480","7468","10521","6634","13457","7466","25347","8174","45757","9714","21871","6261","10644","3693","8631","3382","6617","3350","2072","2065","131","410","0","0","0","0","0","0","20220903"
"202208","분당선","수내","102","2","2606","2552","7375","10955","18127","18947","23308","57033","16018","40290","12779","22421","14403","16774","16895","17723","17973","17912","19968","16786","22358","16872","26684","18392","38682","23225","51409","28903","27366","21138","24382","12492","17443","10836","14297","10322","3689","5724","194","1128","0","0","0","0","0","0","20220903"
"202208","분당선","수서","16","0","3258","4558","6286","14507","23426","26683","36331","45012","23795","25859","23125","18589","18472","15169","22418","19381","20583","18150","14493","17299","23949","19258","28737","23550","35120","29514","41616","39863","18213","29017","19265","18871","13196","16427","14554","14505","6658","5799","13","879","0","1","0","0","0","0","20220903"
"202208","분당선","수원","475","3","4699","790","9074","3860","22687","7867","22863","12882","11404","11082","8200","8475","8228","9473","9569","10000","9732","10990","9590","10217","11270","9984","14026","12501","15838","18861","18992","24362","13874","17482","13954","9465","12530","7747","11777","5809","4761","3760","112","798","0","0","0","0","0","0","20220903"
"202208","분당선","수원시청","267","5","5675","1695","12181","6986","29762","15974","28594","43487","14438","28550","12150","16038","14428","13778","16319","17319","15935","18924","15433","15077","18653","16136","24153","18562","28092","30776","38927","45081","19846","35994","16802","21995","18913","15887","16043","14702","6595","9529","235","1259","0","0","0","0","0","0","20220903"
"202208","분당선","신갈","50","0","2765","282","8179","1308","18527","2771","18482","6293","10722","4083","7804","3456","7118","4252","6688","4706","6213","5336","5842","5456","5889","6513","6902","6968","6297","10666","5349","16513","2639","14293","1906","9355","1618","6952","1211","8249","410","4838","27","358","0","0","0","0","0","0","20220903"
"202208","분당선","압구정로데오","125","2","2338","968","3671","11627","5287","24911","7582","74255","7070","106639","8578","53178","13148","41007","17199","35372","19992","35302","25354","31930","34625","29588","44105","32668","62797","39002","89979","45584","66121","26052","53608","11353","39980","7623","31718","6227","12525","3825","596","687","0","0","0","0","0","0","20220903"
"202208","분당선","야탑","114","6","7181","3029","19159","15613","51510","39578","60790","94046","41164","53727","32716","36349","33795","30688","36029","34974","34185","37586","35044","34808","39608","37028","45781","40243","64128","51360","85414","71046","39349","54914","29559","34047","26597","26323","19225","26979","6749","14520","336","2393","0","0","0","0","0","0","20220903"
"202208","분당선","영통","93","4","2780","1390","7705","3874","16609","8904","18698","19826","10042","15231","8761","9507","9349","9583","10502","11487","11064","12230","10661","11711","12456","11982","15480","12910","20583","20365","22863","25838","12131","19330","11557","11945","12846","10808","13077","10919","4866","6835","164","573","0","0","0","0","0","0","20220903"
"202208","분당선","오리","619","3","3937","556","14053","7703","29186","14213","32124","32540","20494","19413","16191","10276","15714","10210","16015","11425","15769","10423","14695","11043","16100","11954","17521","13215","26770","16770","33357","23182","13427","20314","9976","12922","8964","11272","5748","10602","2238","6689","70","1737","0","1","0","0","0","0","20220903"
"202208","분당선","이매","114","3","2330","867","6029","3945","13686","9140","15486","14641","10274","7811","8169","6408","8316","5961","8464","6856","8274","7221","7768","6839","8352","7403","13295","8635","12695","11304","14659","15304","6396","11770","4695","7800","5672","6971","4285","7338","930","4403","52","817","0","0","0","0","0","0","20220903"
"202208","분당선","정자","339","2","3439","1100","10604","12191","27732","38668","33228","79294","23138","43271","17598","22358","18189","18688","20107","18360","20287","20747","20678","17863","23761","19624","27574","24107","52656","37387","63989","48829","32797","37744","25194","22261","28758","18722","24744","17894","9459","11188","958","2883","0","0","0","0","0","0","20220903"
"202208","분당선","죽전","1402","23","4996","852","15398","7081","40777","15203","35858","21869","21515","21622","15983","17648","15442","16649","16401","16323","16847","17214","15827","18003","17904","19589","20479","22863","25697","29704","28894","45771","18737","39262","21870","23984","10819","20513","7865","20121","2724","14793","5","7450","0","0","0","0","0","0","20220903"
"202208","분당선","청명","19","0","2385","771","6865","2065","17797","5224","16098","8518","8269","3471","5481","3197","4820","3095","5302","3858","4995","4184","4344","4552","5235","4802","6276","6114","7444","9406","8651","14434","3955","12516","2551","7509","2465","6913","2077","6450","742","4213","11","394","0","0","0","0","0","0","20220903"
"202208","분당선","태평","247","15","15063","1349","20484","5633","42871","8360","61688","16980","40282","13061","23050","11911","19025","13015","19946","14478","18755","14581","16854","16273","16489","22532","17681","26086","19963","33138","18261","45041","11084","34227","7900","24327","6055","26380","4712","21634","1743","11145","73","1072","0","0","0","0","0","0","20220903"
"202208","분당선","한티","73","16","2280","1295","7391","9043","20658","29172","24708","53781","16434","44677","13503","27054","15578","21206","20990","25225","22446","32024","20154","20894","24389","20576","29268","26795","47797","37096","48356","38219","28494","24395","31624","13805","27926","12922","35152","11949","5108","6329","161","403","0","0","0","0","0","0","20220903"
"202208","수인선","고색","632","2","2667","457","6940","2435","15005","13215","12958","20021","6180","3379","4067","2239","3921","2755","4442","2905","4133","2973","3650","3337","3994","3384","4961","5148","12325","7190","17436","10201","5635","11068","6298","7222","3611","5190","1739","4718","703","3156","4","1957","0","0","0","0","0","0","20220903"
"202208","수인선","남동인더스파크","0","0","507","783","979","3678","1191","14586","1745","19720","1287","3615","1439","1449","1784","1519","1799","1609","2002","1443","2408","1303","2635","1134","3828","1361","12372","1458","11412","1659","3917","2011","3812","1404","1677","747","537","537","206","385","2","39","0","0","0","0","0","0","20220903"
"202208","수인선","달월","1","0","3","39","31","264","87","174","118","364","104","111","75","188","109","73","77","107","90","140","145","84","200","81","322","85","484","55","765","136","140","49","53","61","51","62","28","42","18","33","1","7","0","0","0","0","0","0","20220903"
"202208","수인선","사리","0","0","3959","270","10352","1371","21484","2651","18729","4298","9885","2649","7729","2460","6300","2461","6627","3243","6460","3793","5451","3821","5042","5236","5359","7584","5530","9020","6110","18659","3715","13172","2241","8204","1952","8946","1641","7372","603","5262","17","886","0","0","0","0","0","0","20220903"
"202208","수인선","소래포구","23","0","3026","532","6385","2890","15531","3259","12271","6787","6630","5510","6381","6540","7906","10261","8570","12543","9648","9930","11079","9144","12132","8712","12119","9709","10780","10526","8589","13839","5776","9415","4486","6029","4262","6088","2916","5383","1432","3825","32","686","0","11","0","0","0","0","20220903"
"202208","수인선","송도","7","0","2055","405","4271","1150","8153","2489","8208","3343","3966","2122","3566","2524","3541","2513","3723","2955","3822","2767","2988","2822","3451","3548","3832","4260","3938","5585","3502","7734","1891","5392","1412","3245","1175","3260","873","2474","342","1656","4","542","0","2","0","0","0","0","20220903"
"202208","수인선","숭의","17","1","3334","880","6048","3265","12161","7647","10799","10698","5735","4388","5485","3869","5552","3462","5521","4057","5214","4689","4917","4114","5858","4259","6698","5867","9595","7655","8475","10465","3751","6256","2491","4884","2350","4698","1780","3753","829","2289","12","683","0","1","0","0","0","0","20220903"
"202208","수인선","신포","6","0","1304","259","1397","1011","2740","3261","2719","7308","1779","2899","1710","2530","2093","2660","2437","2640","2358","2829","2793","2460","3146","2634","4064","3317","4583","3100","6167","4267","2567","2056","2248","1671","1939","1609","1297","1222","513","645","6","228","0","3","0","0","0","0","20220903"
"202208","수인선","야목","0","0","192","15","533","457","1207","500","1061","643","700","295","582","354","635","317","566","356","500","304","491","272","520","368","736","557","827","640","942","793","450","653","254","280","114","386","76","345","29","203","1","38","0","0","0","0","0","0","20220903"
"202208","수인선","어천","1","0","239","16","819","1387","1529","2282","1753","2985","1442","1092","1399","862","1369","923","1642","1020","1348","1236","1273","1176","1496","1066","2062","1621","3058","1729","2995","2360","1205","1777","801","1023","425","1110","260","939","112","506","0","63","0","0","0","0","0","0","20220903"
"202208","수인선","연수","12","0","2659","669","6809","2268","13958","4609","12083","10432","6184","6300","5490","5186","5762","5358","6449","6287","6732","6906","6050","5952","6356","6702","7291","8299","8376","12519","10426","15551","5538","9653","5387","6876","6128","6197","4261","4642","2443","2864","30","785","0","6","0","0","0","0","20220903"
"202208","수인선","오목천","12","0","612","269","4406","3227","9331","4335","9653","7878","5545","3738","4438","2586","4677","2678","5142","3199","4008","3723","3569","2927","5018","3559","7374","5395","7030","4952","7082","10228","3320","6553","2010","3608","1689","3304","1279","4503","481","2662","1","285","1","0","0","0","0","0","20220903"
"202208","수인선","원인재","8","1","3301","623","6843","2425","13244","5048","14082","6901","8075","4046","6544","4435","6241","4759","6098","5269","6394","5557","5304","5594","5616","6840","6219","8430","7010","10767","7505","15112","4644","10646","3945","7439","3587","7316","2633","6756","1456","4830","51","965","0","14","0","0","0","0","20220903"
"202208","수인선","월곶","8","0","1605","371","5256","1580","10000","1926","9029","2989","5236","2932","3869","3255","3678","3831","3914","3764","3925","3437","3471","3257","3585","3898","4258","4871","4479","6495","5443","9394","3189","5892","2342","4258","2045","4370","1506","3491","625","2022","8","383","0","5","0","0","0","0","20220903"
"202208","수인선","인천","100","1","529","187","1153","1040","2250","2768","1690","4318","1402","1850","1539","2345","1578","4203","2123","4717","2267","3953","2524","3908","2871","4069","3749","3393","2712","3033","2463","3923","1693","2816","1414","2023","1305","1540","799","1450","159","898","3","286","0","1","0","0","0","0","20220903"
"202208","수인선","인천논현","7","0","2364","788","6053","4530","13796","9147","12423","12486","7102","9234","6833","6882","7182","6448","8149","7176","7211","8295","7228","7928","8381","7899","9734","10334","12012","13550","13013","17799","7266","11138","6400","7364","6672","6239","4826","5386","2480","3563","25","756","0","4","0","0","0","0","20220903"
"202208","수인선","인하대","57","0","3159","553","9613","3271","21637","4200","16307","11373","7805","6541","7196","6739","7693","5487","8118","6852","7953","6733","7764","6804","8659","7521","12325","9570","11056","14380","10279","21470","5985","11561","4981","8884","4565","8003","3732","6723","1905","4760","53","1275","0","6","0","0","0","0","20220903"
"202208","수인선","호구포","5","0","2016","857","3779","4691","7032","17947","7442","22377","4563","4551","4285","2837","4543","3484","4742","3424","4715","3733","4629","3482","4989","3745","5814","4714","14434","5924","17094","7608","5718","6311","5975","4810","4189","4054","1945","3307","962","2656","1","573","0","1","0","0","0","0","20220903"
"202208","신림선","관악산(서울대)","3","1","480","705","1422","1872","4375","3595","4920","8842","3613","12404","3661","12554","4592","8055","6077","5759","6580","6124","8287","5865","10773","4763","11936","3461","10356","3288","7786","3798","3036","3191","1493","1906","953","1712","720","1903","364","1250","117","735","0","45","0","0","0","0","20220903"
"202208","신림선","당곡","0","0","1321","150","3239","845","9575","2501","14563","6471","8609","4385","5874","3994","5600","3737","6094","4353","6200","4879","5605","5183","5425","5742","5856","6498","7049","8819","7537","13980","4190","10604","3309","6087","2687","5621","1911","5069","870","3166","207","1022","0","1","0","0","0","0","20220903"
"202208","신림선","대방","15","0","1001","193","1329","897","4056","2188","7048","4078","4071","2317","2927","1691","2967","1947","3300","1965","3177","2401","3141","2242","3326","2228","3260","2901","4724","3463","5083","5740","2594","3346","2181","2380","1933","2192","1597","1993","730","1389","144","590","1","41","0","0","0","0","20220903"
